Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,polarity,sentiment
ryla,@hiternd,2023-03-08T12:44:49.000Z,nakakapanlumo ang mga nangyayari sa mga jeepney drivers ngayon. #notojeepneyphaseout,,,,0,neutral
MagmarD,@MagmarDart,2023-03-08T12:44:47.000Z,yung 'di kana nakagalaw nang maayos pero kasya pa.#notojeepneyphaseout #phaseout #jeepney  #phaseout #digital #digitalart #art #artph #jeep,,,,1,positive
Sheekenjoy,@sromfel,2023-03-08T12:44:34.000Z,#notojeepneyphaseout,,,3,0,neutral
joellaaa,@joella_mhariee,2023-03-08T12:42:10.000Z,replying to @linndzie,1.0,,,0,neutral
kk,@A1ken_,2023-03-08T12:40:11.000Z,#notojeepneyphaseout kasi di pa ulit ako nakakasakay ng jeep pa binangonan (yung babasagin eardrums ko),1.0,,,-1,negative
wanna di3,@esidoor,2023-03-08T12:39:55.000Z,#notojeepneyphaseout,,,1,0,neutral
YEY,@tomasjohnray,2023-03-08T12:38:00.000Z,tapos yung binoto nila ay yung walang mailatag na plano para sa kanila. + naniwala nalang sa mga sabi-sabi. #notojeepneyphaseout,,,1,-1,negative
lalie* BITE ME OUT NOW!,@_dionyJin,2023-03-08T12:23:53.000Z,"hi guys sana mapansin niyo to i need opinions about sa jeepney phaseout, if you are against please tell me why comment kayo ueueueu may debate kami about jan bukas e. thankyou in advance <33 #notojeepneyphaseout",,,,1,positive
BaekJo || Eribong cutie(OT9),@BigWins_BaekJo,2023-03-08T12:23:32.000Z,replying to @thetobenshoppe,,,,0,neutral
Fatima Araneta,@fxtmugh,2023-03-08T12:23:13.000Z,#notojeepneyphaseout,,,1,0,neutral
raw,@biyahae,2023-03-08T12:23:05.000Z,"nabitin ako sa ending sige dahil dyan may special ending si iyang and renj pero d ko muna magagawa, mag jeep au muna tayo kasi #notojeepneyphaseout !!",,1,1,1,positive
• ☾ serene ☽ •,@helloannxo,2023-03-08T12:22:32.000Z,"""ang pinaglalaban natin ay atin...""""dumilihensya lang ako pang-almusal..."" #notojeepneyphaseout",,,,0,neutral
• ☾ serene ☽ •,@helloannxo,2023-03-08T12:20:49.000Z,saw a tiktok vid na nag-aaway yung dalawang jeep drivers dahil kailangan ni kuya mamasada at yung isa ay nagagalit dahil parang gusto nyang tumigil rin ito para sa kanilang protest this week. sobrang nakakalungkot lang. #notojeepneyphaseout,,,,1,positive
愛,@tweetyveen,2023-03-08T12:18:32.000Z,the fact that majority sa mga jeepney drivers ni vote sa bbm-sara and now this is happening?!?! please have empathy!!! #notojeepneyphaseout,,,,0,neutral
Raoul Manuel #Kabataan,@iamRaoulManuel,2023-03-08T12:17:41.000Z,"alert: tomorrow, march 9, 9am, the house committee on transportation will discuss the puv modernization program.tumutok sa livestream!#notojeepneyphaseout",1.0,49,158,0,neutral
Ayangggggggg,@ayadapnaxx,2023-03-08T12:17:28.000Z,#notojeepneyphaseout,,,3,0,neutral
rangchive D - DAY,@maaeoow_,2023-03-08T12:16:52.000Z,"tangina, naiiyak talaga ako para sa mga jeepney drivers, madam na nakaupo na ngayon kilos naman oh. it pains me knowing na hirap na hirap silang kumita these past few days. di kinakaya ng puso ko mga nakikita ko sa tiktok. #notojeepneyphaseout",,,,-1,negative
rachel,@rchlmaigarcia,2023-03-08T12:16:34.000Z,"two jeepney drivers arguing because isa sa kanila pumasada kahit may protesta. ""yung pinaglalaban natin para sa atin. para isalba ang atin."" tas yung isa ""dumidilehensya lang ako ng pang almusal at panggatos ng pamilya ko"" grabe...#notojeepneyphaseout",,,,-1,negative
menace,@cruelwckedthing,2023-03-08T12:14:40.000Z,"hello kay kuya na katapat ko umupo sa jeep kanina, i love ur hair po huhu pwd po bang pagulo?? ksksksksksksks #notojeepneyphaseout",1.0,,,1,positive
Innabuyog Gabriela Youth UP Baguio,@igyupb,2023-03-08T12:10:50.000Z,#iwwd2023  #notojeepneyphaseout  #notochacha,,,2,0,neutral
Maseukeu,@Maseukeu_gB1,2023-03-08T12:08:01.000Z,grabe ang sakit. kelan ba tayo pakikinggan ng gobyerno na 'to #notojeepneyphaseout,,,,-1,negative
UP Baguio Outcrop,@upboutcrop,2023-03-08T12:07:53.000Z,"panoorin: taliwas sa pahayag ng lokal na administrasyon ng baguio na personal na interes ang pinaiiral ng tigil-pasada ng pujs, iginiit ng mga tsuper at maliliit na operator ang kanilang pagtutol sa puv modernization program.full: http://bit.ly/3zt23ip#notojeepneyphaseout",,153,282,-1,negative
`,@Brbschrstn,2023-03-08T12:01:19.000Z,parehong may pinaglalaban at pareho niyo silang di masisisi. ang sakit panoorin ng ganito!#notojeepneyphaseout,,2,1,-1,negative
pika,@binified_,2023-03-08T11:59:24.000Z,#notojeepneyphaseout,1.0,10,50,0,neutral
,@sojutogo,2023-03-08T11:58:51.000Z,"transparency reporttotal donations: p 400.00 all donated to @anakbayan_ph. thank you for your support, tuloy parin ang laban hangga't patuloy parin ang pagpapahirap sa tsuper at mamamayan at hangga't hindi pa rin ibinabasura ang ofg#notojeepneyphaseout",1.0,2,20,-1,negative
matt,@jeanmatthewb,2023-03-08T11:58:29.000Z,#notojeepneyphaseout,,,,0,neutral
⋇,@caniazki,2023-03-08T11:53:50.000Z,#notojeepneyphaseout,,,,0,neutral
shi,@into_keunszmc,2023-03-08T11:46:38.000Z,#notojeepneyphaseoutjust no! unahin ang kapakanan ng mga jeepney driver at mga komyuter! huwag silang iwanan!,,,1,0,neutral
≡ R0SE,@Gandrugs_02,2023-03-08T11:46:34.000Z,grabe ang hearth breaking nung vid na nag-aaway na mga tsuper. yung isa bumabyahe para may maipang almusal yung pamilya niya tas yung isa naman kasama sa mga nakistrike para ipaglaban na hindi dapat iphaseout ang mga jeep. parehas valid reason :(#notojeepneyphaseout,1.0,,1,-2,negative
elle chim,@qkimx,2023-03-08T11:46:05.000Z,replying to @manilahugots,,,2,0,neutral
Migs,@MigontheRoad,2023-03-08T11:44:41.000Z,i love twitter#yestojeepneymodernization #notojeepneyphaseout,,1,,1,positive
"Renato Ragus, Jr.",@rs015dbph,2023-03-08T11:34:51.000Z,"hoy! manong, saan ka naka tingin? ...baka magka kulite ka.  #notojeepneyphaseout bwahaha ",2.0,3,12,0,neutral
Cxnc_,@krazypixell,2023-03-08T11:29:41.000Z,#notojeepneyphaseout,,,,0,neutral
Nadja De Vera #SahodItaas,@letmebeyourtita,2023-03-08T11:24:06.000Z,salamat po sa tapang at sigasig! salamat at tinuruan niyo kami muli magkaisa at lumaban. walang iwanan! #notojeepneyphaseout  #notopuvphaseout  #transportstrike #tuloyanglaban,,4,33,0,neutral
cosme,@lacsinakavin,2023-03-08T11:23:37.000Z,"driver1: ang ipinaglalaban natin ay atin, ang jeep natin!!!driver2: oo alam ko ‘yun.drvr1: oh alam mo pala ba’t bumiyahe?drvr2: dumilihensya lang ako ng pang almusal.parehong may ipinaglalaban kaya wala tayong dapat sisihin dito kung hindi ang gobyerno. #notojeepneyphaseout",,1,3,-2,negative
xvhafaj,@araflmzzz,2023-03-08T11:21:02.000Z,#notojeepneyphaseout,,,,0,neutral
𝔼𝕝𝕝𝕖 | Missing Mamamoo,@lovelynoonaaaa,2023-03-08T11:20:42.000Z,saan ang progress kung lalong mababaon sa utang mga jeepney drivers!#notojeepneyphaseout,,,,-1,negative
텐ఇ,@deitychungha,2023-03-08T11:20:38.000Z,"grabe, goosebumps! nasa sambayanan talaga ang kapangyarihan at wala sa mga pasistang nakaupo! #iwwd2023 #notojeepneyphaseout",,,,0,neutral
kal,@kalliecln,2023-03-08T11:20:12.000Z,#notojeepneyphaseout,,,2,0,neutral
Darnell Gould,@DarnellGould12,2023-03-08T11:20:00.000Z,jeepney is the soul of the city!#notojeepneyphaseout,,,,0,neutral
PAN パン VTUBER,@panthebread,2023-03-08T11:19:58.000Z,replying to @darenjoyoioi,1.0,1,9,0,neutral
𝔼𝕝𝕝𝕖 | Missing Mamamoo,@lovelynoonaaaa,2023-03-08T11:19:14.000Z,i'm okay with jeepney phaseout if:the govt will provide the means to replace the old ones without making rhe jeepney drivers pay for it#notojeepneyphaseout,,,,0,neutral
SCMP - PCU,@scmpPCU,2023-03-08T11:18:17.000Z,"tagumpay ang ating sama-samang pagkilos! mabuhay ang mga tsuper, operator, at komyuter na nakiisa sa 3 araw na tigil-pasada upang tutulan at labanan ang puv phaseout!basahin ang buong pahayag: https://m.facebook.com/story.php?story_fbid=158978750306621&id=100085834899656&mibextid=nif5oz…#notojeepneyphaseout",,5,5,0,neutral
KamiyaJuu VTUBER,@JuuKamiya,2023-03-08T11:17:28.000Z,replying to @darenjoyoioi,1.0,1,41,0,neutral
| ISAY| #FxckMyLife #SUPER,@cheollietonihan,2023-03-08T11:16:01.000Z,ang sakit nito kase parehas silang valid.#notojeepneyphaseout,,,,-1,negative
33°Fester,@33Fester,2023-03-08T11:13:53.000Z,"parang ang sagwa!pinaganda, inayos, pinatayuan ni prrd ng maraming kalsada at tulay pero ang papasada mga bulok na jeepney!#notojeepneyphaseout my ass! so tandaan ha! #neverforget na #neveragain to joma sison's dilawan, teroristang cpp-npa-ndf in 2025! say no to leni robredo!",,,,0,neutral
The Manila Collegian,@MKule,2023-03-08T11:13:22.000Z,"patuloy tayong makikiisa. bilang mga komyuter at iskolar ng bayan, paingayin natin at makiisa sa mga panawagan dahil responsibilidad natin ang makibaka para sa ating mga karapatan.dibuho ni pilar florento sulat ni dam marcellana#notojeepneyphaseout",,,4,-1,negative
gf,@gfkives,2023-03-08T11:07:11.000Z,#notojeepneyphaseout,,3,6,0,neutral
Panday Sining Pampanga,@PS_Pampanga,2023-03-08T11:05:11.000Z,ibasura ang huwad na jeepney modernization program! tugunan ang lumalalang krisis sa transportasyon!basahin ang pahayag sa: https://m.facebook.com/story.php?story_fbid=181316997969603&id=100082739105292&mibextid=qc1gea…#notojeepneyphaseout#standwithourdrivers,1.0,4,7,-3,negative
a,@_maeamaeam,2023-03-08T11:04:57.000Z,#notojeepneyphaseout,,,,0,neutral
Daria?!?!?!,@jeanetteskr,2023-03-08T11:04:56.000Z,#notojeepneyphaseout,,,,0,neutral
sol,@sueleis_,2023-03-08T11:04:47.000Z,#notojeepneyphaseout #yestopropeoplemodernization,,,,0,neutral
ernie p. reyes,@estongreyes,2023-03-08T11:03:09.000Z,"#notojeepneyphaseout dyip ang salamin ng kulturang pinoymodernong dyip, salamin ng corruption",1.0,3,14,0,neutral
KINTSUGI,@chandelyeerr,2023-03-08T10:48:59.000Z,replying to @kblstgn,,1,5,0,neutral
rince,@mlgath_,2023-03-08T10:47:11.000Z,"by supporting them to be heard, naipapakita mo ang pagmamahal sa bayan at mamamayankaya#notojeepneyphaseout#yestobbmphaseout",,,1,2,positive
KABATAAN Partylist DLSU,@KabataanDLSU,2023-03-08T10:45:21.000Z,"ang sambayanang lumalaban, makabayan!ang matapang na paglaban ng masang-api kasama ang mga kababaihan ay nagpapatunay na  na ang tagumpay ay magmumula sa ating pagkakaisa! isulong ang pambansang demokrasya!#iwwd2023 #internationalwomensday #notojeepneyphaseout",9.0,60,203,4,positive
Geraldine Subito,@pinkDinDin,2023-03-08T10:44:46.000Z,#notojeepneyphaseout #notominibuswag hayaang mawala ang jeepneys...,,,,-1,negative
33°Fester,@33Fester,2023-03-08T10:43:39.000Z,replying to @33fester and @jcpunongbayan,,,,0,neutral
"Prof. Jhoanna Lynn Cruz, PhD",@JhoannaLynnCruz,2023-03-08T10:40:38.000Z,"the struggle for women’s rights must be fought in the larger context of human rights. hindi lalabnaw ang mga isyu ng kababaihan kung ihahahalo sa mga isyu ng kabuhayan, katarungan, bayan. #abantebabaepalabanmilitante #abantebabae #iwd2023 #notojeepneyphaseout",1.0,9,48,-2,negative
jadeh,@starryjade_,2023-03-08T10:40:22.000Z,"are namang si kuya driver ay pwede namang  ""ilan dun sa 50?"" bat ga naman ""single o taken?"" ang tanong sa akin hshshshahaha#notojeepneyphaseout",,,2,0,neutral
Juliet S. Santos,@_ricjul,2023-03-08T10:40:15.000Z,#notojeepneyphaseout,,1,1,0,neutral
´⁠◡ゝ⁠◡⁠` paper,@pulangpapel,2023-03-08T10:36:13.000Z,tuloy ang laban ng mga tsuper at komyuter ! #notojeepneyphaseout #supporttransportstrike#yestopropeoplemodernization #artph,,1,2,0,neutral
jUnnie ★★★★★,@HyunjUnnieQ,2023-03-08T10:34:15.000Z,#notojeepneyphaseout,,1,2,0,neutral
Criticizing the government is a MUST,@BoBoMarcoses,2023-03-08T10:26:58.000Z,replying to @dzmmteleradyo and @jobmanahan,,,,0,neutral
kalliste | idy milove,@kalst_b,2023-03-08T10:25:20.000Z,"“ang ipinaglalaban natin ay atin. jeep natin.” “dumilihensya lang ako ng pang almusal""parehong may pinaglalaban, nakakalungkot.#notojeepneyphaseout",1.0,3,7,0,neutral
holy mother marynel,@optimimistic,2023-03-08T10:24:13.000Z,jgh hehe katalaka gid ya mag commute pero #notojeepneyphaseout gyapon ah,,,,0,neutral
capt. zy,@yuminuiea,2023-03-08T10:23:50.000Z,hindi ko alam kung saan ba ginagamit ng mga nasa gobyerno ang utak nila #notojeepneyphaseout,,,,-2,negative
Neo,@Dr_W4ne,2023-03-08T10:22:44.000Z,#notojeepneyphaseout,,,,0,neutral
33°Fester,@33Fester,2023-03-08T10:20:55.000Z,drayber pero hindi sweet laber!pagmamahal ba sa bayan yung isabotahe ang ekonomiya? yung mag-strike pero sabay ang call ng bbm resign? #notojeepneyphaseout? sino nagsabi may phaseout?#martyrormurderer #momnowshowing #yestojeepneymodernization #stoptheattacks by using babae ka,1.0,,,1,positive
fatooey harbinger,@vennyrny,2023-03-08T10:19:01.000Z,samok gyud ning buktramco the fuck ga pataka rag plite di mo ana from 25 gyud ang sp to 27 and 30. like yawa? unsa ni freestyle ang pag plite? tas wala nasad resibo.#notojeepneyphaseout,,,1,1,positive
marga | i want jungwon sugat,@snwnkisgf,2023-03-08T10:15:24.000Z,putangina pagod na pagod ako ngayong araw. hindi pa ako nakakauwi sa bahay namin tangina gabi na #notojeepneyphaseout,,,,-3,negative
PUPCSSC,@ThePUPCSSC,2023-03-08T10:08:45.000Z,patuloy tayong manindigan at makiisa sa kanilang laban tutol sa anti-mamamayan at huwad na public utility modernization program (puvmp).       (5/5)#notojeepneyphaseout#supportthetransportstrike,,,,-3,negative
PUPCSSC,@ThePUPCSSC,2023-03-08T10:08:41.000Z,"sa walang tigil na paglala ng kalagayan ng ating ekonomiya, simula sa patuloy na pagtaas ng presyo ng mga bilihin at hindi nagbabagong kalagayan ng sahod, (1/5)#notojeepneyphaseout#supportthetransportstrike",1.0,3,4,-3,negative
e manalo | sobrang proud kay brent,@brenttalisay,2023-03-08T10:06:41.000Z,pinaglalaban nila 'yung trabaho and here u are saying that it's pointless? mga tarantado talaga kayo eh #notojeepneyphaseout,,,,2,positive
elle saw Enha! and will rest until they comeback,@notella0oo_0,2023-03-08T10:01:15.000Z,gusto ko sanang mag audition kaso naalala ko nakaraan lang may kaaway ako online and at the same time wala pala akong talentbtw#notojeepneyphaseout ,,,,-1,negative
ADPROS,@PUPADPROS,2023-03-08T10:00:40.000Z,"adpros stands with various transport groups in resisting the flawed mandatory jeepney phaseout. in support, we recall some commercials that spotlight the relevance of our iconic jeepneys throughout the years.expect more coming!#notojeepneyphaseout#adprogress",,9,14,1,positive
UP Kabataang Pilosopo Tasyo,@up_kapitas,2023-03-08T10:00:04.000Z,"gaganapin ito sa 13 marso 2023 (lunes) mula 4:00 pm hanggang 6:00 pm sa room 5, 4/f student union building (sub).register here: http://tinyurl.com/sakaynatasyokitakits! #notojeepneyphaseout#sakaynatasyo ",,3,6,0,neutral
UP Kabataang Pilosopo Tasyo,@up_kapitas,2023-03-08T10:00:03.000Z,"inaanyayahan namin ang mga mag-aaral ng upd kagawaran ng pilosopiya sa 𝗦𝗮𝗸𝗮𝘆 𝗻𝗮, 𝗧𝗮𝘀𝘆𝗼! 𝗨𝗣 𝗞𝗮𝗯𝗮𝘁𝗮𝗮𝗻𝗴 𝗣𝗶𝗹𝗼𝘀𝗼𝗽𝗼 𝗧𝗮𝘀𝘆𝗼 𝗚𝗿𝗮𝗻𝗱 𝗔𝗽𝗽𝗹𝗶𝗰𝗮𝗻𝘁𝘀’ 𝗢𝗿𝗶𝗲𝗻𝘁𝗮𝘁𝗶𝗼𝗻!#notojeepneyphaseout#sakaynatasyo ",1.0,22,24,0,neutral
Ome,@omeeeeeeelit,2023-03-08T09:59:40.000Z,nawa'y pasakayin din ang mga tsuper sa umaarangkadang modernisasyon. #yestojeepneyimprovements#notojeepneyphaseout,,,,-1,negative
Primo.,@SiBebinTo,2023-03-08T09:58:06.000Z,"patuloy na lalaban kasama kayo, tay!  in photo: tatay elmer cordero of piston 6#internationalwomensday #notojeepneyphaseout",,,5,-1,negative
sexbomb cris,@c_difuntorum,2023-03-08T09:53:19.000Z,please theyre like the filipino drivers very own battle vest customised to what tf they want ranging from jesus christ themself to slamdunk to their cousin's dog named linda #notojeepneyphaseout,,1,2,1,positive
✩,@ARP4X,2023-03-08T09:52:58.000Z,ayan na! ayan na! ayan na ang sambayanan! walang magagawa ang mga kapulisan at ang estado sa panahon ng pag laban ng sambayanan! masa ang may kapangyarihan hindi ang naghahari-harian! #internationalwomensday #notojeepneyphaseout,36.0,"1,634","5,771",0,neutral
junshishii,@jun_shiii,2023-03-08T09:44:42.000Z,#notojeepneyphaseout,,,1,0,neutral
︎ ︎,@shiqwse,2023-03-08T09:44:03.000Z,#notojeepneyphaseout !,,,,0,neutral
Tambisan sa Sining,@TAMBISAN_1979,2023-03-08T09:43:41.000Z,"ang tagumpay ng kababaihan ay tagumpay ng sambayanan!abante, babae! palaban, militante!#abantebabae#sahoditaas#presyoibaba#manggagawangkontraktwalgawingregular#notojeepneyphaseout #imperyalismoibagsak",,,,2,positive
Elie lopez,@Elielopez20,2023-03-08T09:38:47.000Z,#notojeepneyphaseoutmaawa naman kayo!,,,1,0,neutral
;,@23rkaj,2023-03-08T09:38:41.000Z,"modernization is good for our government and also for the students or people but why do we need to phase out all the jeepney's? sa liit ng sahod ng mga jeepney drivers, sa tingin niyo ba they can afford that modernized jeep? #notojeepneyphaseout",,,,1,positive
Jean Darice,@NaejEcirad,2023-03-08T09:37:53.000Z,napakalaking  tulong ang nagagawa ng mga jeepney para saming mga comuter lalo na kung walang sariling sasakyan! kasi mayayaman kayo kaya hindi niyo alam ang hirap kapag wala kang masakyan!subukan niyo kayang mag-biyahe para malaman niyo! #notojeepneyphaseout #notojeepphaseout,,,,1,positive
Kristel Vien,@amazingvien,2023-03-08T09:36:05.000Z,"gago, 'te. anong may pasok na bukas? hindi pa tapos script namin na last month pa pinapagawa. gago ba kayo?!?!?! pagitna pa lang yung script!!!!!! #notojeepneyphaseout",,,,-1,negative
Nharry,@Nharry19,2023-03-08T09:34:36.000Z,"i modernize daw ang jeep, eh ung gobyerno nga bulok na nga wala pang kwenta.#notojeepneyphaseout",1.0,4,11,-1,negative
Tyra Brown,@tyrabrown0818,2023-03-08T09:33:07.000Z,"https://youtu.be/erqh3iwd0rc  watch my new vlog mga kadirty, god bless po... #jeep #jeepney #notojeepneyphaseout",,1,1,0,neutral
SpanishPinay,@Spanish_Pinay,2023-03-08T09:31:42.000Z,#notojeepneyphaseout#yestobbmsaraphaseout,,1,1,0,neutral
sąm,@smnchx,2023-03-08T09:31:32.000Z,"despite the tense situation, the other driver remained calm and replied, ""dumilihensya lang ako pang almusal""   #notojeepneyphaseout",,,,0,neutral
einstein secret files,@einsteinpinot,2023-03-08T09:28:46.000Z,#notojeepneyphaseout paunahan makita si nestea boi,1.0,4,12,0,neutral
shna_felix,@couldbeshareena,2023-03-08T09:27:58.000Z,"#notojeepneyphaseout jeep na nga lang afford 'e, magkalesa na lang ako",,,1,0,neutral
Raine,@haejinsocote,2023-03-08T09:25:19.000Z,#internationalwomensday #notojeepneyphaseout,,,1,0,neutral
Win.termelon,@Wintermelon1twt,2023-03-08T09:20:48.000Z,"please not our jeepneys, that's the only transportation that students who are struggling financially like me can afford. not anyone can afford 34php above fare, please be considerate. #notojeepneyphaseout",,,,1,positive
Filipino Fietser - Jay #NoToPAREX #IlogPasiglahin,@FilipinoFietser,2023-03-08T09:20:39.000Z,right knee hurts while riding home. we also need to make jeepneys to be ergonomically designed. #notojeepneyphaseout pa rin. ,,1,5,1,positive
status: OJT era,@wonder_lly,2023-03-08T09:18:33.000Z,just saw this photo earlier after the recollection and it literally said #notojeepneyphaseout,,5,13,0,neutral
sloane,@hahahaformyself,2023-03-08T09:17:06.000Z,"hi, everyone! i support #notojeepneyphaseout pero yung stand namin sa debate ay agree sa jeepney modernization? can u please help me? ",1.0,,,1,positive
t i n e #Mudrakels | pilyangrabbitpig sa IG :),@itspiggyrabbit,2023-03-08T09:15:02.000Z,ayan na nagsalita na po ang airport #notojeepneyphaseout,,,,0,neutral
dan 𖧵 || ia,@dubaddu_030419,2023-03-08T09:12:04.000Z,"bwisit ka talaga bbm , isisisi ko lahat 'to sa'yo #notojeepneyphaseout",,,,1,positive
Anakbayan Morayta SHS,@ABMoraytaSHS,2023-03-08T09:11:16.000Z,tinatawagan ang malawak na hanay ng masa na patuloy makilahok sa kampanya para sa makamasang polisiya at serbisyo sa tao.#notojeepneyphaseout,,1,2,1,positive
